239.000000,71.000000
206.000000,77.000000
202.000000,82.000000
210.000000,88.000000
196.000000,91.000000
203.000000,94.000000
225.000000,96.000000
227.000000,96.000000
228.000000,100.000000
212.000000,102.000000
231.000000,103.000000
241.000000,108.000000
247.000000,109.000000
252.000000,109.000000
235.000000,114.000000
254.000000,114.000000
269.000000,113.000000
265.000000,121.000000
278.000000,195.000000
274.000000,120.000000
289.000000,123.000000
293.000000,125.000000
307.000000,129.000000
301.000000,135.000000
282.000000,399.000000
402.000000,143.000000
346.000000,135.000000
327.000000,139.000000
522.000000,292.000000
344.000000,146.000000
397.000000,155.000000
360.000000,158.000000
375.000000,155.000000
365.000000,244.000000
393.000000,158.000000
391.000000,150.000000
417.000000,170.000000
402.000000,162.000000
417.000000,166.000000
423.000000,169.000000
434.000000,164.000000
435.000000,179.000000
450.000000,184.000000
435.000000,174.000000
462.000000,180.000000
491.000000,183.000000
500.000000,188.000000
522.000000,204.000000
518.000000,200.000000
554.000000,205.000000
532.000000,198.000000
1025.000000,233.000000
582.000000,219.000000
574.000000,199.000000
609.000000,204.000000
561.000000,220.000000
606.000000,239.000000
652.000000,229.000000
676.000000,237.000000
638.000000,222.000000
676.000000,236.000000
675.000000,240.000000
795.000000,243.000000
687.000000,269.000000
764.000000,252.000000
741.000000,255.000000
775.000000,244.000000
785.000000,271.000000
796.000000,255.000000
800.000000,309.000000
967.000000,273.000000
833.000000,280.000000
870.000000,279.000000
865.000000,269.000000
835.000000,300.000000
936.000000,283.000000
894.000000,303.000000
945.000000,317.000000
976.000000,302.000000
937.000000,308.000000
951.000000,312.000000
936.000000,315.000000
1007.000000,333.000000
1002.000000,339.000000
1039.000000,287.000000
1009.000000,368.000000
1114.000000,362.000000
1110.000000,430.000000
1112.000000,355.000000
1149.000000,368.000000
1156.000000,369.000000
1145.000000,351.000000
1152.000000,340.000000
1239.000000,393.000000
1220.000000,375.000000
1221.000000,554.000000
1322.000000,473.000000
1284.000000,379.000000
1324.000000,410.000000
1306.000000,442.000000
1301.000000,424.000000
1357.000000,424.000000
1391.000000,451.000000
1393.000000,413.000000
1373.000000,452.000000
1394.000000,443.000000
1432.000000,581.000000
1473.000000,404.000000
1486.000000,440.000000
1463.000000,461.000000
1510.000000,416.000000
1540.000000,541.000000
1530.000000,496.000000
1519.000000,483.000000
1581.000000,589.000000
1567.000000,586.000000
1764.000000,529.000000
1616.000000,495.000000
1653.000000,497.000000
1909.000000,578.000000
1692.000000,511.000000
1747.000000,623.000000
1736.000000,525.000000
1793.000000,550.000000
1814.000000,555.000000
1782.000000,580.000000
1813.000000,569.000000
1814.000000,581.000000
1905.000000,516.000000
1893.000000,693.000000
1887.000000,601.000000
1911.000000,654.000000
1929.000000,477.000000
2026.000000,652.000000
1957.000000,565.000000
1991.000000,629.000000
2004.000000,600.000000
2005.000000,669.000000
2019.000000,647.000000
2110.000000,672.000000
